,ansatz_hardware_efficient,ansatz_strongly_entangling,ansatz_convolutional,n_qubits,depth,goal_ce,input_type,sample_idx,sq_entropy_mean,sq_entropy_min,sq_entropy_max,half_entropy,half_purity,mz_mean,mz_min,mz_max,mz_abs_mean,mz_total,even_n_qubits,high_depth,product_like,highly_entangled,weakly_entangled,magnetization_balanced,half_entropy_norm,ent_gap,ent_gap_abs,sq_entropy_range,mz_abs_total,nontrivial
0,False,False,False,4,4,0.35,ps,0,0.9100522849953565,0.8043215058667974,0.9850165980829484,1.4301499381721647,0.4330240262716125,-0.016261031276615878,-0.22096696851311193,0.4271270400272627,0.22982455129024723,-0.06504412510646351,True,True,False,False,False,True,0.7150749690860824,1.0801499381721649,1.0801499381721649,0.180695092216151,0.06504412510646351,True
1,False,False,False,4,4,0.35,ps,1,0.8506292643958716,0.7922075818703934,0.906643900124492,1.3662199658990721,0.47591987996999907,0.04291294573533977,-0.32399902024806826,0.4162148461382649,0.21038900368514413,0.17165178294135908,True,True,False,False,False,True,0.6831099829495361,1.0162199658990723,1.0162199658990723,0.11443631825409861,0.17165178294135908,True
2,False,False,False,4,4,0.35,ps,2,0.8222779258804143,0.5853899017970872,0.9779116846960044,1.2016972624123778,0.48526439371000213,-0.20233605952571787,-0.6768959498749355,0.11517787403674073,0.277393229515869,-0.8093442381028715,True,True,False,False,False,False,0.6008486312061889,0.8516972624123779,0.8516972624123779,0.39252178289891726,0.8093442381028715,True
3,False,False,False,4,4,0.35,ps,3,0.948207954801285,0.9120819438501708,0.9724711940399533,1.1556952119600674,0.5487248351733018,0.07401348040030756,-0.08135341460768541,0.263128755917949,0.13174886609410935,0.29605392160123023,True,True,False,False,False,True,0.5778476059800337,0.8056952119600674,0.8056952119600674,0.06038925018978247,0.29605392160123023,True
4,False,False,False,4,4,0.25,ps,0,0.47750149819309057,0.2904132085936366,0.6153504942469775,0.6713767508922304,0.7695434181369122,-0.02383896035135423,-0.8917570699360914,0.6717668374773602,0.4651807640359453,-0.09535584140541692,True,True,False,False,False,True,0.3356883754461152,0.42137675089223037,0.42137675089223037,0.3249372856533409,0.09535584140541692,True
5,False,False,False,4,4,0.25,ps,1,0.4213824547065923,0.3511691486728956,0.5337332523624481,0.628931393546631,0.7919982258535708,0.23556055664344028,-0.787007670185994,0.8494316839596661,0.6290643917364374,0.9422422265737611,True,True,False,False,False,False,0.3144656967733155,0.37893139354663097,0.37893139354663097,0.18256410368955245,0.9422422265737611,True
6,False,False,False,4,4,0.25,ps,2,0.6395809411654141,0.4839365864684255,0.7972009659322108,0.8697356595219682,0.6419799448698715,0.02316541486635748,-0.6171850944996945,0.6909692811040034,0.5692988948120584,0.09266165946542992,True,True,False,False,False,True,0.4348678297609841,0.6197356595219682,0.6197356595219682,0.31326437946378527,0.09266165946542992,True
7,False,False,False,4,4,0.25,ps,3,0.6732086516101589,0.4795173187531623,0.8360798821818871,0.8603230047240313,0.6740369449423016,-0.3258298390309453,-0.7176157093111829,0.13032386814332203,0.39099177310260624,-1.3033193561237812,True,True,False,False,False,False,0.43016150236201567,0.6103230047240313,0.6103230047240313,0.35656256342872483,1.3033193561237812,True
8,False,False,False,4,4,0.15,ps,0,0.4577639559429133,0.2465047292747919,0.6561660337335502,0.7575069102431511,0.6919374252451483,0.1718797169882751,-0.6655847644074047,0.8582214591019661,0.5046720991919774,0.6875188679531004,True,True,False,False,False,False,0.37875345512157554,0.6075069102431511,0.6075069102431511,0.4096613044587583,0.6875188679531004,True
9,False,False,False,4,4,0.15,ps,1,0.46600007026949575,0.30797531426416913,0.5548444008855197,0.5916682396573015,0.7943907274646687,0.049255253478419275,-0.8867271467197224,0.7101466054063885,0.5396898759306467,0.1970210139136771,True,True,False,False,False,True,0.29583411982865077,0.4416682396573015,0.4416682396573015,0.24686908662135054,0.1970210139136771,True
