time,MAC,packet
2025-12-02 09:35:55.616528,00:0c:29:da:3c:b9,###[ Ethernet ]### dst = 01:80:c2:00:00:03 src = 00:0c:29:da:3c:b9 type = EAPOL ###[ EAPOL ]### version = 802.1X-2001 type = EAPOL-Start len = 0
2025-12-02 09:35:57.523851,00:0c:29:da:3c:b9,"###[ Ethernet ]### dst = ca:01:08:2b:00:00 src = 00:0c:29:da:3c:b9 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 60 id = 46537 flags = DF frag = 0 ttl = 64 proto = tcp chksum = 0xbdf0 src = 192.168.1.2 dst = 140.82.121.5 \options \ ###[ TCP ]### sport = 58726 dport = https seq = 593972027 ack = 0 dataofs = 10 reserved = 0 flags = S window = 64240 chksum = 0xc730 urgptr = 0 options = [('MSS', 1460), ('SAckOK', b''), ('Timestamp', (1128593126, 0)), ('NOP', None), ('WScale', 7)]"
2025-12-02 09:35:57.535339,ca:01:08:2b:00:00,###[ Ethernet ]### dst = 00:0c:29:da:3c:b9 src = ca:01:08:2b:00:00 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 56 id = 1719 flags = frag = 0 ttl = 255 proto = icmp chksum = 0x31ba src = 192.168.1.1 dst = 192.168.1.2 \options \ ###[ ICMP ]### type = dest-unreach code = host-unreachable chksum = 0xa73a reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 60 id = 46537 flags = DF frag = 0 ttl = 63 proto = tcp chksum = 0xbef0 src = 192.168.1.2 dst = 140.82.121.5 \options \ ###[ TCP in ICMP ]### sport = 58726 dport = https seq = 593972027 ack = 0 dataofs = None reserved = 0 flags = S window = 8192 chksum = None urgptr = 0 options = []
2025-12-02 09:35:57.535872,00:0c:29:da:3c:b9,"###[ Ethernet ]### dst = ca:01:08:2b:00:00 src = 00:0c:29:da:3c:b9 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 60 id = 62046 flags = DF frag = 0 ttl = 64 proto = tcp chksum = 0x815b src = 192.168.1.2 dst = 140.82.121.5 \options \ ###[ TCP ]### sport = 58730 dport = https seq = 1343941525 ack = 0 dataofs = 10 reserved = 0 flags = S window = 64240 chksum = 0xc730 urgptr = 0 options = [('MSS', 1460), ('SAckOK', b''), ('Timestamp', (1128593138, 0)), ('NOP', None), ('WScale', 7)]"
2025-12-02 09:35:57.544704,ca:01:08:2b:00:00,###[ Ethernet ]### dst = 00:0c:29:da:3c:b9 src = ca:01:08:2b:00:00 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 56 id = 1720 flags = frag = 0 ttl = 255 proto = icmp chksum = 0x31b9 src = 192.168.1.1 dst = 192.168.1.2 \options \ ###[ ICMP ]### type = dest-unreach code = host-unreachable chksum = 0xda28 reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 60 id = 62046 flags = DF frag = 0 ttl = 63 proto = tcp chksum = 0x825b src = 192.168.1.2 dst = 140.82.121.5 \options \ ###[ TCP in ICMP ]### sport = 58730 dport = https seq = 1343941525 ack = 0 dataofs = None reserved = 0 flags = S window = 8192 chksum = None urgptr = 0 options = []
2025-12-02 09:35:57.583021,00:0c:29:da:3c:b9,"###[ Ethernet ]### dst = ca:01:08:2b:00:00 src = 00:0c:29:da:3c:b9 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 60 id = 39498 flags = DF frag = 0 ttl = 64 proto = tcp chksum = 0xd96e src = 192.168.1.2 dst = 140.82.121.6 \options \ ###[ TCP ]### sport = 56386 dport = https seq = 697583037 ack = 0 dataofs = 10 reserved = 0 flags = S window = 64240 chksum = 0xc731 urgptr = 0 options = [('MSS', 1460), ('SAckOK', b''), ('Timestamp', (3911370079, 0)), ('NOP', None), ('WScale', 7)]"
2025-12-02 09:35:57.585720,ca:01:08:2b:00:00,###[ Ethernet ]### dst = 00:0c:29:da:3c:b9 src = ca:01:08:2b:00:00 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 56 id = 1721 flags = frag = 0 ttl = 255 proto = icmp chksum = 0x31b8 src = 192.168.1.1 dst = 192.168.1.2 \options \ ###[ ICMP ]### type = dest-unreach code = host-unreachable chksum = 0xafaf reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 60 id = 39498 flags = DF frag = 0 ttl = 63 proto = tcp chksum = 0xda6e src = 192.168.1.2 dst = 140.82.121.6 \options \ ###[ TCP in ICMP ]### sport = 56386 dport = https seq = 697583037 ack = 0 dataofs = None reserved = 0 flags = S window = 8192 chksum = None urgptr = 0 options = []
2025-12-02 09:35:57.599196,00:0c:29:da:3c:b9,"###[ Ethernet ]### dst = ca:01:08:2b:00:00 src = 00:0c:29:da:3c:b9 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 60 id = 538 flags = DF frag = 0 ttl = 64 proto = tcp chksum = 0x719f src = 192.168.1.2 dst = 140.82.121.6 \options \ ###[ TCP ]### sport = 56394 dport = https seq = 2139081551 ack = 0 dataofs = 10 reserved = 0 flags = S window = 64240 chksum = 0xc731 urgptr = 0 options = [('MSS', 1460), ('SAckOK', b''), ('Timestamp', (3911370095, 0)), ('NOP', None), ('WScale', 7)]"
2025-12-02 09:35:57.606889,ca:01:08:2b:00:00,###[ Ethernet ]### dst = 00:0c:29:da:3c:b9 src = ca:01:08:2b:00:00 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 56 id = 1722 flags = frag = 0 ttl = 255 proto = icmp chksum = 0x31b7 src = 192.168.1.1 dst = 192.168.1.2 \options \ ###[ ICMP ]### type = dest-unreach code = host-unreachable chksum = 0xd429 reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 60 id = 538 flags = DF frag = 0 ttl = 63 proto = tcp chksum = 0x729f src = 192.168.1.2 dst = 140.82.121.6 \options \ ###[ TCP in ICMP ]### sport = 56394 dport = https seq = 2139081551 ack = 0 dataofs = None reserved = 0 flags = S window = 8192 chksum = None urgptr = 0 options = []
2025-12-02 09:35:57.620170,00:0c:29:da:3c:b9,"###[ Ethernet ]### dst = ca:01:08:2b:00:00 src = 00:0c:29:da:3c:b9 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 60 id = 994 flags = DF frag = 0 ttl = 64 proto = tcp chksum = 0x6fd7 src = 192.168.1.2 dst = 140.82.121.6 \options \ ###[ TCP ]### sport = 56406 dport = https seq = 1726467374 ack = 0 dataofs = 10 reserved = 0 flags = S window = 64240 chksum = 0xc731 urgptr = 0 options = [('MSS', 1460), ('SAckOK', b''), ('Timestamp', (3911370116, 0)), ('NOP', None), ('WScale', 7)]"
